SMILES,clogp,qed,sas,mw
COc1c(F)cccc1Nc1ccc2c(Br)nc(C)cc2n1,4.592020000000002,0.6925456480548304,2.5163712480056155,361.0226023560001
Cc1cccc(C2(CNC(=O)C(=O)NCCC(C)(F)F)CCCC2)c1,3.0845200000000013,0.7732102332923952,2.6330144468789847,352.196234512
Cc1nc2cc(NC(=O)c3cc(-n4cccn4)ccn3)ccc2n1C(CO)CO,1.7034199999999995,0.45967724487006295,2.7045370253210397,392.15968849999996
CC(C)(C)S(=O)(=O)CC(=O)N1CCC(Oc2cccc(Br)c2)CC1,3.0322000000000013,0.7543198294916879,2.4636675968894277,417.06094134800003
C[C@H](C#N)C(=O)N1CCC2(CN(C(=O)CN3CCCCCC3=O)C2)C1,0.6095799999999998,0.7493159610383788,3.7206366422294064,346.20049069199996
CO[C@@H](C[NH+]1CC([C@@H](C)NC(=O)Cc2cccs2)C1)c1ccccc1,1.6977000000000009,0.7533690104026839,3.9214533635132938,359.17877552409
C=C(C)CCc1ccc(C(C)(c2ccc(C)cc2)c2ccc(C)cc2)cc1,7.166440000000008,0.32508336971045404,2.179162803943285,354.23475096
Cn1cc(CNC(=O)[C@@H]2CCCC23CC3)c(-c2ccc(C#N)cc2)n1,3.155280000000002,0.9334512078931199,3.545468862305717,334.179361324
,0.0,0.33942358984550913,,0.0
C=CCOc1ccc(C(=O)NC[C@H]2CCN(C(=O)COC)C2)cc1,1.4760999999999995,0.7323029774954825,2.548325920158245,332.173607248
Cc1c(C(=O)NC[C@@H]2C[NH+](CC=Cc3ccccc3)C[C@H]2C)ccn1C,1.9275199999999995,0.8191664696095293,4.469935215501963,352.23833900009004
C[C@@H](NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]21)C1CN(C(=O)c2nn(C)cc2Cl)C1,2.4764999999999997,0.8747028274281539,3.938080264698148,378.182253784
C[C@H](Oc1ccccn1)C(=O)N1CC[C@]2(CN(C(=O)c3cc(-c4ccccn4)n[nH]3)CCO2)C1,1.7776999999999996,0.6148067843841398,4.0672296768703005,462.20155331200004
,0.0,0.33942358984550913,,0.0
CCOCC(=O)N1CCCC[C@@H]1C1CCN(C(=O)Cc2c(F)cccc2Cl)CC1,3.677800000000002,0.6995400624737914,2.8340087053861733,424.19289872
COc1cccc([C@@H](OC)C(=O)Nc2cc(-c3ccccc3)cnc2C)c1,4.391820000000003,0.7063309011386517,2.5489097520380977,362.163042564
CC[NH+]1CCC[C@@H](CNC(=O)Nc2ccc(C(N)=O)c(C)c2)C1,0.5302200000000005,0.6377682069803278,3.9814677602779813,319.21285252409
Cc1cc(C)c(C(=O)N[C@H]2CCN(C(=O)c3ccc4c(c3)C=CCC4)C2)[nH]1,3.2354400000000014,0.8792265695670397,3.1525319298602774,363.19467704000004
CC1CC(C(=O)N[C@]23CCC[C@H]2N(C(=O)C(C)(C)C)CC3)C1,2.7184,0.8525494145384143,3.8351679106577894,306.2307282
O=S1(=O)CCCN(CC2=CCCC2)[C@H](C2CC2)C1,1.9958,0.735426212010234,3.315375510485935,269.144949976
CCOc1cc(C[NH+]2CCC(OCCO)CC2)ccc1O,0.3470999999999998,0.6791907012423157,3.607656697355246,296.18563473208997
N#Cc1cnc(N2CCCC[C@H](NC(=O)[C@@H]3CNC(=O)N3)C2)c(F)c1,0.24887999999999944,0.7265976100101613,3.562652713459123,346.155352068
O=C(N[C@H]1C[C@H](C(=O)[O-])C1)c1ccc(COc2ccc3ccccc3c2)o1,2.2700999999999993,0.7244059972024426,2.517746741058801,364.11904625591
Cc1noc([C@@H](NC(=O)Nc2c(C)cc(-c3ccccc3)cc2C)C2CC2)n1,4.934660000000004,0.6612132156822795,2.894881793770921,376.189926008
CCCN=C(O)[C@H](C)N(Cc1ccccc1F)C(=O)CN(c1ccc(F)cc1)S(C)(=O)=O,3.5146000000000024,0.4277102133795254,3.217934309336516,467.16903378399996
CNS(=O)(=O)c1cccc(-c2noc(CCCOc3ccc(Cl)cc3)n2)c1,3.309700000000001,0.5754818301983078,2.1386390487511076,407.070654736
COCC(=O)N1CC[C@@H](NC(=O)c2cc(C)c(F)cc2F)C1,1.2503200000000005,0.9101714921017294,2.633409505029192,312.128548876
Cc1ccc(C(=O)N2CCCC[C@H]2C2CCN(C(=O)c3cnn(C)c3)CC2)c(F)c1,3.4147200000000026,0.7762937342771946,2.8523765606711233,412.22745438800007
,0.0,0.33942358984550913,,0.0
,0.0,0.33942358984550913,,0.0
CN(C)c1ccc(CN(Cc2ccco2)C(=O)c2cccs2)cc1,4.249700000000003,0.6729840855444313,2.1574642421171077,340.12454888
CCc1c(C(=O)N(C)[C@@H](CC)c2ccccc2OC)cnn1C1CCCC1,4.792500000000005,0.7046782806050413,3.051315267575194,369.24162723200004
O=C([O-])CCCCCCNC(=O)c1nccc2nc[nH]c12,0.38809999999999956,0.6827613627772229,2.8952351588937084,289.13061398391005
C[C@@H](NC(=O)C1CC[NH+]([C@@H]2CCSC2)CC1)[C@H](O)c1cccc(F)c1,1.1642000000000008,0.7322137249933008,4.575197573031612,367.18500377608996
Cc1nc(-c2ccccc2)sc1CNC(=O)c1cnc2c(c1)NC(=O)CO2,2.77442,0.7259648641874602,2.5724656068084357,380.094311372
CCc1cc(OCC(=O)N[C@H](C)C(=O)Nc2ccccc2F)ccc1Cl,3.5637000000000016,0.7736427645339345,2.3593517911522497,378.1146484
COc1c(Br)cccc1C(=O)N1CC(C)(C)[C@H]1[C@@H]1CCCO1,3.487300000000002,0.8200479430954839,3.5380920049574875,367.07830566399997
COCC1(CNC(=O)C(=O)Nc2cc(C)c(OC)cc2Cl)CCCC1,2.918520000000001,0.7567613761132722,2.527197724470957,368.15028496
Cn1cc(N2CC[C@H](NC(=O)N3CCN(C(=O)c4cccs4)CC3)C2)cn1,1.2279,0.8583399312920106,2.9261805120473223,388.16814500800007
CC(C)(C)OC(=O)N1CCC[C@H](CC(=O)N2CC[C@@]3(C2)CN(C(=O)[C@@H]2CCNC(=O)C2)CCO3)CC1,1.7698000000000025,0.6250986274153748,4.321941265100281,506.310435064
O=C1CCC(=O)N1OCc1ccccc1,1.2672,0.6978865257393663,2.058503422918406,205.073893212
C[C@@H]1CSCCN(C(=O)NCc2ccc(F)cc2Br)C1,3.482700000000002,0.8748464531039694,2.9334076025745333,360.030724516
O=C(c1ccccc1Nc1ccnc(OC2CCC2)c1)N1CCCCC1,4.382600000000003,0.8682871643491062,2.193126857884712,351.19467704000004
O=C(c1cnc[nH]1)N1CCC([C@H]2CCCCN2C(=O)C2(c3ccc(F)cc3)CC2)CC1,3.5139000000000022,0.816639586432241,3.1201903527412895,424.227454388
Cc1ncc(C(C)C)c(NC(=O)c2nccc(N)n2)n1,1.5329199999999998,0.877108867758797,2.7405261450417875,272.138559132
Cc1noc([C@H](C)[NH+]2CCN(C(=O)c3ccc4c(c3)CCCC(=O)N4)CC2)n1,0.754720000000001,0.814916117510272,3.952555615582021,384.20301611209004
C[C@]12CN(C(=O)c3ccsc3)C[C@H]1CN(C(=O)c1cccc(F)c1)C2,3.121500000000002,0.8275888942402765,3.4157040677386448,358.11512706800005
C#CC[NH+]1CCC[C@H]1C(=O)NC1CCC(NC(=O)Cc2ccn[nH]2)CC1,-0.8236999999999952,0.5007768309020025,4.514754919075501,358.22375155609006
COC1(CC(=O)Nc2cc([C@H]3CCCCN3C(=O)c3cccnc3Cl)[nH]n2)CCC1,3.723200000000003,0.678624006884046,3.383146877413205,431.1724173720001
CC(C)COCCC(=O)NCC1CC[NH+](CCC2CCCC2)CC1,2.040500000000001,0.5982863453897601,3.5348996936221253,339.30060490809
CN(CCCCc1ccccc1)C(=O)CCc1cccc(N(C)C)c1,4.166500000000004,0.6408596605225229,1.966764345602428,338.23581358
,0.0,0.33942358984550913,,0.0
O=C(NCc1ccoc1)C(=O)N[C@H]1CCC[C@H](c2cccc(Cl)c2)C1,3.3918000000000017,0.8207988116462854,3.0936364350192527,360.12407021200005
,0.0,0.33942358984550913,,0.0
CCCS(=O)(=O)NC1CCN(C(=O)c2ccc(O)c(C(C)C)c2)CC1,2.4496,0.8073902370191592,2.319449199977548,368.17697837599997
,0.0,0.33942358984550913,,0.0
CCN(CCC(=O)OC)C(=O)CSCc1ccc(C#N)cc1,2.20308,0.6868079726968701,2.258430545080829,320.1194635
Cc1ccc2c(c1)S[C@H](C(=O)O[C@H](C)C(=O)N(C)C1CCCCC1)C2,3.734620000000003,0.766744145614081,3.3022984679862857,361.171164724
C[C@H](NC(=O)C(=O)N1CCO[C@@H]2CCC[C@@H]21)c1cccc(N2CCOC2=O)c1,1.6002999999999998,0.7962457461352187,3.605390994193688,387.1794209
COCC(=O)Nc1ccc(N[C@H]2CS[C@H](C)C2)cc1,2.577400000000001,0.8701592362729689,3.161483501341486,280.12454888
C#CCNC(=O)[C@@H](C)[NH+]1[C@@H]2CC[C@H]1[C@H](NC(=O)C[NH+]1CCCC1)C2,-2.8925999999999945,0.39408982151437844,6.87991984725523,334.23577904018
COc1ccc(S(=O)(=O)N(C)C[C@H]2CCCO2)cc1,1.4947,0.8223413536102182,2.362244322136183,285.10347908800003
Cc1ccc(-c2noc(-c3cn4nc(Cl)ccc4[nH+]3)n2)c(F)c1F,3.1054200000000014,0.5578335220284049,3.67284864109409,348.04582044809007
CCOC(=O)c1c(-c2ccco2)csc1Nc1cccc2cnncc12,4.8716000000000035,0.5084097758858098,2.6596037809616373,365.08341234000005
C#CC[NH+]1CCC[C@H]1C(=O)N[C@@]1(C)CCN(C(=O)COC)C1,-1.579499999999995,0.6027861484987719,5.09496859108096,308.19686811209
,0.0,0.33942358984550913,,0.0
COCC#CC[NH+]1CCC(CNC(=O)c2cn(C(C)C)cn2)CC1,0.1385000000000023,0.7281923234202838,4.060858595845223,333.22850258809007
CC(=O)NCC(=O)NC[C@@](C)(NC(=O)CCC(C)C)C1CC1,0.9598000000000002,0.5925293588109604,3.0857622371246833,311.220891788
Cc1cc(F)c(C(=O)NC[C@@H]2OC[C@@H]3CCN(C(=O)[C@H](C)[C@H]4SC(N)=[NH+]C4=O)C[C@@H]32)cc1F,-0.46007999999999605,0.5244096441311873,4.872973884052734,481.1715592040901
Cc1cccc(CCC(=O)Nc2cc([C@@H]3CCCCN3C(=O)c3csnn3)[nH]n2)c1,3.508320000000001,0.6301625518702604,3.1293367853551626,424.168145008
Cc1noc(C)c1C(=O)N1CCCC[C@H]1C1CCN(C(=O)c2ccc(CO)o2)CC1,2.923840000000001,0.8241479139574912,3.0472049769607175,415.21072102799997
CCOC1CC(N(C)C(=O)C=Cc2ccc(C(=O)OC)cc2)C12CCC2,3.292500000000002,0.5790141847847934,3.8480889130717832,357.194008344
CC(C)(CC(=O)N[C@@H]1CC[C@@H]2CN(C(=O)[C@@H]3OC[C@@H]4CCC[C@@H]43)C[C@@H]2C1)C1CC1,3.371100000000001,0.767000226914386,4.425328248970609,402.288243076
CCC(CC)[C@@H]1C[C@H](NC(=O)Nc2ccc(CC(=O)N3CCSCC3)cc2)CCO1,3.9098000000000033,0.68397350377754,3.435245143924271,433.23991298
CCCCC1CC1(N)C(=O)O,0.9786000000000001,0.6389796993406859,3.4691379887207408,157.11027872
,0.0,0.33942358984550913,,0.0
CN1C[C@@H](NC(=O)c2c3c(nc4ccccc24)C(=Cc2ccc4ccccc4n2)CC3)CCC1=O,4.620400000000004,0.48211283219222595,3.1555384006770124,462.205576072
C[NH+](CCN1C(=O)c2ccccc2C1=O)Cc1csc(-c2ccoc2)n1,1.7140000000000009,0.6729167489411388,3.729647637306096,368.10633885608996
,0.0,0.33942358984550913,,0.0
O=C(Nc1nc(-c2ccco2)cs1)[C@@H]1CC(=O)N(c2ccccc2)C1,3.394700000000001,0.7799570421613377,2.5984756980338304,353.08341234000005
C[C@]1(CO)CCC[NH+](Cc2ccc(I)cc2Cl)CC1,2.5120000000000005,0.7567106634051627,4.7262513774904935,394.04291642409
Cc1nc([C@H]2CCCCCN2C(=O)NCCc2cccc3cccnc23)no1,3.795620000000002,0.7453617727491334,2.946254893255567,379.20082504000004
C[C@H](CCc1ccccc1)Nc1cc(F)cc(N2C[C@@H](C)O[C@@H](C)C2)c1,4.872500000000004,0.7988390559021864,3.154307356874104,356.226391768
C=C(C)CC[NH+]1C[C@H]2OCCN(C(=O)Cn3c(C)cc4ccccc43)[C@H]2C1,1.4104200000000016,0.8108556056916832,4.485783652128288,368.23325362009
C[C@H](NC(=O)C(=O)N1CCC2(CCC2)C1)[C@@H](C)c1ccccc1C(F)(F)F,3.7162000000000024,0.8104404900760297,3.9009159966157956,382.1868127
CCOc1cccc2c1C(C)c1c[nH]c(=N)cc1CCCc1ccccc1-2,5.200370000000004,0.6497336118248631,3.6636823995347276,358.20451345199996
C[NH+]1CCO[C@H](C(=O)NC[C@@H]2CCN2C(=O)CC2CC2)C1,-1.5828999999999942,0.6434074767065253,4.561677923939727,296.19686811209
C[C@@H](CNC(=O)[C@@H](C)Oc1ccc(-c2nn[n-]n2)cc1)Oc1cccc(Cl)c1,2.5001999999999995,0.6194977335843297,3.6837896665821965,400.11819072790996
,0.0,0.33942358984550913,,0.0
CN(C(=O)c1cccc(C2CCC2)c1)[C@H](CNC(=O)OC(C)(C)C)C1CC1,4.329400000000003,0.8084787258367937,2.9304684426625442,372.241292884
,0.0,0.33942358984550913,,0.0
Cc1cc(C)n(CC(=O)N2CCCC[C@@H]2C2CCN(C(=O)[C@H]3C[C@H]3C3CC3)CC2)n1,3.165740000000002,0.7464009843762512,3.6201172786493068,412.283826392
COC(=O)Cn1cc(CNC(=O)N[C@H](c2ccc(C(C)C)cc2)c2cccs2)nn1,3.224800000000002,0.5380439151528607,2.9468138457389976,427.1678106600001
,0.0,0.33942358984550913,,0.0
C=C[C@@H]1OCC[C@H]1C(=O)NCC1C[NH+]([C@@H]2CCN(CC(F)(F)F)C2=O)C1,-0.628399999999997,0.6072636950613679,4.990173876156116,376.18425274009
CC(C)(C)OC(=O)N[C@H]1C[C@H](C(=O)N2CCO[C@]3(CCN(C(=O)CC[NH+]4CCCC4)C3)C2)C1,0.18840000000000479,0.6048035417509368,4.686314578541185,465.30714683209004
C#Cc1ccc(C(=O)N2CC[NH+](CCCC)CCCNC(=O)C2)nc1,-0.2899999999999985,0.7386086733707967,4.639439826552738,343.21285252409
Cc1nn(-c2ccccc2)cc1CCCNC(=O)NC[C@@H]1CCCC[NH+]1C,1.4797200000000004,0.6466809396105817,3.9363056873078497,370.26013706409003
CCc1ccc(CC[NH+]2CCC[C@@H]2CNC(=O)C(C)(C)F)cc1,1.7031000000000003,0.7874137958802404,4.298964394893366,321.23366822009
COc1cccc(CN(CC(C)C)C[C@@H](O)COc2cccc(N=C(O)C(C)C)c2)c1,4.837100000000004,0.3738427361928876,3.060521443573636,428.267507632
Cc1noc(C)c1CCC(=O)N1CCCC[C@H]1C1CCN(C(=O)c2ccnnc2)CC1,2.947540000000002,0.7312924746899787,3.1276594970800957,425.24268985200007
Cc1c(Cl)c(C(=O)N2CC[NH+](CC(=O)NCc3ccccc3)CC2)nn1C,0.03902000000000183,0.7568457060168797,3.3165915488825553,390.16912914009004
C=CCc1cc(C[NH+]2CCC[C@@H](N3[C@H](C)CC[C@H]3C)C2)cc(OC)c1O,2.5494000000000008,0.7667429687392688,4.819683215172331,359.26930478008995
,0.0,0.33942358984550913,,0.0
CC(=O)O[C@]1(O)CC[C@H]2[C@@H]3CC=C4CC(OC(=O)CCc5cc(F)c(F)c(F)c5)CC[C@]4(C)[C@H]3CC[C@@]21C,6.162800000000007,0.211960082939682,4.57231419063391,534.259308944
CCC1C(O)=NCCN1Cn1nnn(CC)c1=S,0.8371899999999999,0.8208062634447914,4.011918496911273,270.126280196
,0.0,0.33942358984550913,,0.0
CCC1(CC)[C@H](OC)C[C@H]1N(C)C(=O)[C@H]1C[C@H]2CC[C@H]1O2,2.6060000000000008,0.782371091014141,5.356753826437276,295.214743788
CC(C)Oc1ncccc1CC[NH+](CC(=O)[O-])Cc1ccccc1,0.2463000000000013,0.7163565522327237,3.9252627979862993,328.178692628
COc1ccc(CCCNC(=O)N(C)CCOc2ccc(Cl)cc2)cc1,4.001600000000003,0.6727642569718574,1.8985895726237434,376.15537034000005
Cc1ccccc1Nc1nc(N)nc(COC(=O)[C@H]2CCC[C@H](C)C2)n1,3.375320000000002,0.792484563467029,3.079798835915418,355.20082504000004
,0.0,0.33942358984550913,,0.0
,0.0,0.33942358984550913,,0.0
CCOc1cccc(CCC(=O)N[C@@H]2CCc3cc(OC)ccc3C2)c1,3.7002000000000024,0.8255593473475742,2.4739916373060957,353.199093724
,0.0,0.33942358984550913,,0.0
CC(C)OCCN1CCN(C(=O)CCn2cnc3c(C#N)c[nH]c3c2=O)CC1,0.5555800000000009,0.7448739827519991,2.769770933172886,386.206638692
COc1ccc(CCCCCC(O)=NCCC(C)CC(=O)O)cc1,4.255500000000002,0.33978306342856385,2.822439893279066,335.209658408
CC[C@@H]1C[C@H]1C(=O)N[C@@H]1C[C@H]2CC[C@@H]1[NH+]2CC(=O)N1CCN(C(C)=O)CC1,-0.9723999999999944,0.6473698006415565,5.6239504509028,377.25471733609004
COc1ccccc1-c1nc(NC(=O)c2cc(C3CC3)n(C(F)F)n2)n[nH]1,3.201600000000001,0.6904823174964165,2.759865030663933,374.1302801920001
C[C@@H]1CC[C@@H](C)N1C(=O)CC1CCN(C(=O)C2CC2)CC1,2.424500000000001,0.8013223079069536,3.0274804770997115,292.215078136
C[C@H](OC(=O)c1ccccc1F)C(=O)Nc1ccc(Br)cc1,3.7722000000000024,0.8385339462343201,2.1355341204138085,365.006283596
,0.0,0.33942358984550913,,0.0
,0.0,0.33942358984550913,,0.0
COc1ccc(C(=O)NCc2ccc(C[NH+]3CCOCC3)cc2)cc1C,1.3487200000000001,0.8224703744726977,3.020773489463661,355.20161914409
CN(CCN(C)C(=O)C1=CCOCC1)C(=O)Cc1ccn[nH]1,0.21570000000000072,0.8150648227889874,3.2046099576830347,306.169190564
,0.0,0.33942358984550913,,0.0
CCc1cc(-c2noc(-c3csc(NC(=O)C(C)(C)C)n3)n2)ccc1F,4.546200000000003,0.7246522207218599,2.487446797155968,374.1212750680001
CN(Cc1cc(O[C@@H]2CCN([n+]3cccc([S+](C)[O-])c3)C2)cc(N2CCC(C3CC3)CC2)c1O)c1ccc(C(=O)O)cc1,4.167400000000002,0.2623967792256153,4.417680098580325,605.27921783209
O=C(CSc1ccc(F)c(F)c1)N1CC[C@@](O)(c2ccc(F)cc2)C1,3.3161000000000014,0.8432078757524735,2.808631889513583,367.085384412
CCCCC[NH+]1CCC(NC(=O)c2ccc(OC(F)F)cn2)CC1,1.6503000000000008,0.7065667796246062,3.546451582270562,342.19875993209
CC(C)(CN=C(O)N1CCN(c2ccccc2F)CC1)C(=O)O,1.9725000000000001,0.6543341445204424,2.6890870257210864,323.16451978399994
CN=C(O)C1(C)c2ccc(N=CN(C)C)cc2C(C)=Nc2c(C3=c4ccccc4=NC3)cnn21,2.7406000000000015,0.4864907340704653,4.464207721034683,453.2277084840001
Cc1cc(C[NH+]2CC[C@@]3(NC(=O)[C@@H]4OC[C@@H]5COCC[C@@H]54)CCC[C@H]23)on1,0.23062000000000227,0.7867261225789813,5.54473746417519,376.22308286008996
CC[C@@H]1C[C@H]1C(=O)N[C@H]1CCC[NH+](Cc2cccc(C(N)=O)c2)C1,0.495100000000002,0.7101132812227972,4.560911633523149,330.21760355608995
,0.0,0.33942358984550913,,0.0
CCOC(=O)N1CCC(C(=O)N2CCO[C@]3(CCN(C(=O)c4ccc(-n5cnnc5)cc4)C3)C2)CC1,1.5793000000000004,0.6320643443016462,3.7188070382842664,496.2434181240001
Cc1ccc2c(n1)N(C)CC[NH+](Cc1cc(Br)ccc1F)C2,2.3265200000000004,0.881959103241868,4.040353971530433,364.08191438009
CC(C)(C)CC1CC(C=O)(C(=O)OC(C)(C)C)C1,3.359600000000002,0.4404441484304929,3.1625661952226842,254.188194692
Cc1cccc(CCC(=O)NC[C@@H]2OC[C@@H]3CCN(C(=O)CN4CCS(=O)(=O)CC4)C[C@@H]32)c1,0.6377200000000021,0.619249165458925,3.7348242739798803,477.22974222
CCCCOc1ccccc1-c1ccc(C(=O)OC(C)C)cc1,5.097700000000005,0.5269802500625573,1.7359816664649568,312.17254462799997
O=C([O-])[C@@H]1C[C@H]1CN(c1ccc(Br)cc1)C1CCOCC1,1.8204999999999996,0.8104805067680815,3.722410742351702,352.05537914791
O=C(NC1CC[NH+](Cc2ccccc2)CC1)c1cc(Cl)cc(Cl)c1,2.9707000000000017,0.8594641004855791,3.1342080548261393,363.10254507209
N#CCNC1CC2(C1)CC(NC(=O)C[C@H]1CCC(=O)N1)C2,0.1956799999999997,0.6302966907133125,4.074637560679375,290.174275944
CC(C)Oc1ccc([C@H](NC(=O)[C@H](C(=O)[O-])C(C)C)c2ccccc2)cc1,2.7015000000000002,0.726850737064798,3.142965786460257,368.18673189191003
O=C(Cc1n[nH]c2cc(Cl)ccc12)N1CCC([C@@H]2CCCCN2C(=O)[C@@H]2C[C@@H]2F)CC1,3.736500000000003,0.7774128428879478,3.6950476076788785,446.188482036
CCOCCC1(CNc2c(F)c(F)[nH+]c(F)c2F)CCCC1,3.4560000000000013,0.4741607063411583,3.742173041928245,321.15845259209004
O=C(CC1CCCC1)N[C@@H]1CCCC[C@H]1NC(=O)c1cccc2nsnc12,3.4288000000000016,0.8245177920539276,3.20365840995035,386.177647072
C[C@H](Nc1cc2ccccc2cn1)[C@H]1CCS(=O)(=O)C1,2.4699,0.9431289230641383,3.2153233626550985,290.10889881599996
O=C(c1ccc(=O)[nH]c1)N(CC[NH+]1CCOCC1)Cc1ccco1,-0.47459999999999725,0.7491936637596206,3.640895441352656,332.16048260408996
N#Cc1cccc2c1N(C(=O)C1(C(F)(F)F)CCCCC1)CCC2,4.350280000000003,0.7651124084073166,2.898171954391856,336.144947888
,0.0,0.33942358984550913,,0.0
CCC(CC)n1ccc(C(=O)Nc2cccc(OCCCC#N)c2)n1,4.179080000000003,0.6944759457212755,2.394095656545007,340.18992600800004
CC(C)(C)[C@@H](O)C(=O)N1CCCC[C@@H]1C1CCN(C(=O)C2CC3(CCC3)C2)CC1,3.5934000000000026,0.781856325151013,3.9410653869988703,404.30389314
C[C@@H](NC(=O)NC[C@@H]1CCCS1(=O)=O)c1ccc(Oc2ccccc2)cc1,3.4163000000000023,0.7941296500646199,3.1831360108304816,388.14567824799997
CCN(C[C@@H]1CCCO1)C(=O)[C@@H]1OCC(=O)N(C)[C@H]1c1nc2cnccc2[nH]1,0.8837000000000006,0.8175659307537556,3.9959269557321484,387.1906542800001
,0.0,0.33942358984550913,,0.0
CCCN(C(=O)CCOC)C1CC[NH+](Cc2nonc2C)CC1,0.20042000000000182,0.739128522207787,3.86649361912768,325.22341720809004
COCC(=O)N1CC(C)(C)[C@H]1C1CCN(C(=O)COc2ccc(C)c(C)c2)CC1,2.804240000000001,0.7342127672919805,3.109381646286737,402.251857568
CC(=O)NCC1(C)CCN(C(=O)CCc2c(C)n[nH]c2C)CC1,1.7239399999999998,0.8669769570031594,2.6675090037430653,320.221226136
,0.0,0.33942358984550913,,0.0
CCn1cc(C(=O)N2CCC[C@@](C)(CNC(=O)COC)C2)cn1,0.9079000000000002,0.8443770214867281,3.096896690047039,322.200490692
CC(C)(COCc1ccccc1)c1cccc(C#N)n1,3.447680000000002,0.8323288345787704,2.3567935281849604,266.141913196
CN(C)C(O)=NC[C@H](Cc1cn(S(=O)(=O)c2cccc(Cl)c2)c2ccccc12)OCC=Cc1cccnc1,5.043400000000004,0.21850451677936458,3.6612582685754127,552.159804088
C[C@@H](c1cccc(F)c1)[NH+]1CC(C)(C)CC[C@H]1CNC(=O)[C@@H]1C[C@H]1C(N)=O,1.1978000000000009,0.6977237907700062,4.805866778377537,376.23948187209
,0.0,0.33942358984550913,,0.0
CC(C)N(C)C(=O)C[C@H](NC(=O)c1ccccc1Cl)c1ccccc1,4.068000000000003,0.8457948151805578,2.4112987887013535,358.144805656
C[C@H](C(=O)N1CC[C@H](NC(=O)C(C)(F)F)C1)c1cc2ccccc2o1,2.9086000000000016,0.9222128653802583,3.3732793279958404,350.14419893999997
O=C(Nc1ccccc1-c1ccno1)c1cnc(Cc2ccc(F)cc2)s1,4.780300000000002,0.5417914968839802,2.450576984233347,379.079075908
Cc1ccc(N(C)C(=O)CC(C2=NN=C(O)CC2)c2nc(O)c3ccccc3n2)c(-c2cnn(C)c2)c1,4.287320000000003,0.40889842135790777,3.9041105649896046,497.21753772400007
,0.0,0.33942358984550913,,0.0
CN(C[C@@H](O)COCc1ccccc1)C(=O)Cc1c(F)cccc1C#N,2.2759800000000006,0.7874776171148131,2.791777028243926,356.15362075200005
Cc1ncc(Br)c(C(=O)N[C@H](c2ccccc2)[C@H]2CCCO2)n1,3.1976200000000015,0.8903378822210416,3.193667104683575,375.058238916
CCOC(CC(=O)N1CC[C@H]2CO[C@@H](CNC(=O)C=Cc3cc(C)on3)[C@H]2C1)OCC,1.7651200000000002,0.4412121130666149,4.2155276776089465,435.236935776
CCC[C@H](C(=O)N[C@@H]1C[NH+](CCc2ccccc2)C[C@H]1OC)C(C)C,1.699700000000002,0.7139933494173012,4.428851461960582,347.26930478009
Cc1nnc(CCC(=O)N[C@H]2CC[NH+](C)[C@@H](C)C2)o1,-0.5075799999999979,0.770717650751989,4.53314855415859,267.18155239609
CN(C)C(=O)N[C@H]1CCC[NH+](CC(=O)Nc2cccc(S(C)(=O)=O)c2)C1,-0.6528999999999967,0.6289215132256409,4.071515690473118,383.17475276409
